/home/way/Workspace/playground/backtesting/.venv/lib/python3.12/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (2.6.3) or chardet (6.0.0.post1)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[                       0%                       ][*******************   40%                       ]  2 of 5 completed[**********************60%****                   ]  3 of 5 completed[**********************80%*************          ]  4 of 5 completed[*********************100%***********************]  5 of 5 completed
Price           Close                                            Dividends                                        
Ticker         BHP.AX     CBA.AX    TCL.AX     WDS.AX     WES.AX    BHP.AX    CBA.AX    TCL.AX    WDS.AX    WES.AX
Date                                                                                                              
2008-05-01  13.659132  17.938223  2.822072  22.770744   8.735435  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-02  13.824695  18.308884  2.755768  22.814762   8.842396  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-05  14.047572  18.003389  2.755768  23.703341   8.908954  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-06  14.143091  17.616438  2.797207  24.015541   8.851904  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-07  14.420093  17.066568  2.772344  23.715349   8.996903  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-08  14.311836  17.799734  2.768200  23.815409   9.182307  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-09  14.805351  17.889338  2.714328  23.787394   9.056326  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-12  14.916788  18.679535  2.701896  23.651314   9.061082  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-13  14.576110  18.471809  2.648024  24.547880   9.184683  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-14  15.461244  18.312950  2.631448  24.575907   9.460414  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-15  15.276579  18.255922  2.598295  25.224323   9.448530  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-16  15.505817  18.308884  2.565143  25.296370   9.507956  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-19  15.776457  18.088926  2.556855  27.818010   9.507956  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-20  15.477168  17.832317  2.590008  27.153564   9.405745  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-21  14.923155  17.343536  2.577575  27.013491   9.460414  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-22  15.187425  17.376123  2.610728  28.022135   9.472300  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-23  15.120561  17.229490  2.527847  26.997465   9.472300  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-26  14.856294  17.200979  2.461543  25.816710   8.982636  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-27  14.869030  17.384270  2.473975  25.988823   8.840019  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-28  14.359598  17.636803  2.482263  25.216318   9.008789  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-29  14.652517  17.429073  2.461543  26.256992   8.975510  0.000000  0.000000  0.000000  0.000000  0.000000
2008-05-30  13.850167  17.237635  2.357943  26.016834   9.008789  0.000000  0.000000  0.000000  0.000000  0.000000
2008-06-02  14.483776  17.086926  2.374519  26.405085   9.082472  0.000000  0.000000  0.000000  0.000000  0.000000
2008-06-03  14.174928  16.899565  2.270918  26.617226   8.956495  0.000000  0.000000  0.000000  0.000000  0.000000
2008-06-04  14.149459  16.964735  2.171463  25.452469   9.030183  0.000000  0.000000  0.000000  0.000000  0.000000
2008-06-05  13.531771  17.392422  2.096870  23.467188   8.908954  0.000000  0.000000  0.000000  0.000000  0.000000
2008-06-06  14.009364  17.677542  2.229479  24.247696   9.056326  0.000000  0.000000  0.000000  0.000000  0.000000
2008-06-10  13.773750  17.054342  2.217047  24.495853   9.056326  0.000000  0.000000  0.000000  0.000000  0.000000
